version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-G991N,1784821985725,2026-07-23_15-53-05,Asia/Dhaka,android,1.61.1,11639dc6-0d18-404b-aaa6-f9d04c526a20,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10||10|10|10,false,35
