time,seconds_elapsed,z,y,x
1784821985911139300,0.186139404296875,0.009162978269159794,-0.03237585723400116,-0.08552113175392151
1784821985921139200,0.19613916015625,-0.00733038317412138,-0.029932396486401558,-0.08429940044879913
1784821985931139300,0.206139404296875,-0.031154127791523933,-0.03237585723400116,-0.07391469180583954
1784821985941139200,0.21613916015625,-0.05009094998240471,-0.056810468435287476,-0.06108652427792549
1784821985951139300,0.226139404296875,-0.05619960278272629,-0.0910189226269722,-0.05192354694008827
1784821985961139200,0.23613916015625,-0.05497787147760391,-0.11178833991289139,-0.06108652427792549
1784821985971139300,0.246139404296875,-0.04703662544488907,-0.11789698898792267,-0.08857546001672745
1784821985981139200,0.25613916015625,-0.02626720629632473,-0.11911872029304504,-0.12034045159816742
1784821985991139300,0.266139404296875,-0.00855211354792118,-0.12095131725072861,-0.1466076523065567
1784821986001139200,0.27613916015625,0,-0.11239920556545258,-0.16920967400074005
1784821986011136500,0.286136474609375,0.00855211354792118,-0.1160643994808197,-0.19364428520202637
1784821986021136600,0.29613671875,0.019547687843441963,-0.1459967941045761,-0.21991148591041565
1784821986031136500,0.306136474609375,0.018325956538319588,-0.19914206862449646,-0.2474004179239273
1784821986041136600,0.31613671875,-0.0006108652451075613,-0.24495697021484375,-0.2718350291252136
1784821986051136500,0.326136474609375,-0.028099801391363144,-0.24495697021484375,-0.28466320037841797
1784821986061136600,0.33613671875,-0.05009094998240471,-0.2021963894367218,-0.29016098380088806
1784821986071136500,0.346136474609375,-0.06536258012056351,-0.13561208546161652,-0.2718350291252136
1784821986081136600,0.35613671875,-0.06475171446800232,-0.11178833991289139,-0.24678955972194672
1784821986091136500,0.366136474609375,-0.059864792972803116,-0.09040805697441101,-0.2168571650981903
1784821986101136600,0.37613671875,-0.05375614017248154,-0.060475658625364304,-0.182648703455925
1784821986111136500,0.386136474609375,-0.051312681287527084,-0.019547687843441963,-0.16065755486488342
1784821986121136600,0.39613671875,-0.04398229718208313,0.03420845419168472,-0.14233160018920898
1784821986131136500,0.406136474609375,-0.03787364438176155,0.08368854224681854,-0.12461651116609573
1784821986141136600,0.41613671875,-0.03726277872920036,0.09896016865968704,-0.10873401165008545
1784821986151136500,0.426136474609375,-0.04337143152952194,0.0806342139840126,-0.09468411654233932
1784821986161136600,0.43613671875,-0.051312681287527084,0.05864306539297104,-0.08368854224681854
1784821986171136500,0.446136474609375,-0.05864306539297104,0.05375614017248154,-0.08552113175392151
1784821986181136400,0.456136474609375,-0.06475171446800232,0.060475658625364304,-0.09529497474431992
1784821986191136500,0.466136474609375,-0.05803219974040985,0.06719517707824707,-0.09896016865968704
1784821986201136400,0.476136474609375,-0.05192354694008827,0.06352998316287994,-0.09468411654233932
1784821986211135500,0.486135498046875,-0.05253441259264946,0.04398229718208313,-0.08429940044879913
1784821986221135600,0.496135498046875,-0.054367005825042725,0.015882495790719986,-0.07819075137376785
1784821986231135500,0.506135498046875,-0.04581489413976669,0.01466076634824276,-0.08918632566928864
1784821986241135600,0.516135498046875,-0.0403171069920063,0.039706241339445114,-0.10262536257505417
1784821986251135500,0.526135498046875,-0.03420845419168472,0.06536258012056351,-0.11545353382825851
1784821986261135600,0.536135498046875,-0.024434609338641167,0.0708603709936142,-0.12217304855585098
1784821986271135700,0.5461357421875,-0.02382374368607998,0.06169738993048668,-0.1270599663257599
1784821986281135600,0.556135498046875,-0.025656340643763542,0.04153883829712868,-0.13316862285137177
1784821986291135700,0.5661357421875,-0.027488935738801956,0.01038470957428217,-0.14966198801994324
1784821986301135600,0.576135498046875,-0.02932153269648552,-0.021991148591041565,-0.17104226350784302
1784821986311136500,0.586136474609375,-0.027488935738801956,-0.04581489413976669,-0.1918116807937622
1784821986321136400,0.596136474609375,-0.02687807008624077,-0.04214970022439957,-0.21135938167572021
1784821986331136500,0.606136474609375,-0.028099801391363144,-0.02626720629632473,-0.22418753802776337
1784821986341136400,0.616136474609375,-0.03237585723400116,-0.01160643994808197,-0.23151792585849762
1784821986351136500,0.626136474609375,-0.03420845419168472,0.006108652334660292,-0.24068090319633484
1784821986361136400,0.636136474609375,-0.03176499158143997,0.00733038317412138,-0.24617868661880493
1784821986371136500,0.646136474609375,-0.022602014243602753,-0.009773843921720982,-0.2474004179239273
1784821986381136400,0.656136474609375,-0.015271631069481373,-0.036041051149368286,-0.25473082065582275
1784821986391136500,0.666136474609375,-0.015882495790719986,-0.04153883829712868,-0.2773328125476837
1784821986401136400,0.676136474609375,-0.018325956538319588,-0.04092797264456749,-0.3170390725135803
1784821986411135500,0.686135498046875,-0.02687807008624077,-0.03237585723400116,-0.3628539443016052
1784821986421135600,0.696135498046875,-0.036651913076639175,-0.02871066704392433,-0.40194934606552124
1784821986431135500,0.706135498046875,-0.04703662544488907,-0.02382374368607998,-0.42699480056762695
1784821986441135600,0.716135498046875,-0.05742133408784866,0.012828170321881771,-0.4300491213798523
1784821986451135500,0.726135498046875,-0.07757988572120667,0.07269296050071716,-0.42149701714515686
1784821986461135600,0.736135498046875,-0.09957103431224823,0.12095131725072861,-0.413555771112442
1784821986471135500,0.746135498046875,-0.11239920556545258,0.14416420459747314,-0.4080579876899719
1784821986481135600,0.756135498046875,-0.11056660860776901,0.15454891324043274,-0.4001167416572571
1784821986491135500,0.766135498046875,-0.10751228034496307,0.1459967941045761,-0.3988949954509735
1784821986501135600,0.776135498046875,-0.10812314599752426,0.13072516024112701,-0.39767327904701233
1784821986511136500,0.786136474609375,-0.11911872029304504,0.1111774742603302,-0.40194934606552124
1784821986521136400,0.796136474609375,-0.13927727937698364,0.08185594528913498,-0.4056145250797272
1784821986531136500,0.806136474609375,-0.17043140530586243,0.05925392732024193,-0.4086688458919525
1784821986541136600,0.81613671875,-0.17837265133857727,0.05253441259264946,-0.4129449129104614
1784821986551136500,0.826136474609375,-0.1661553531885147,0.0507018156349659,-0.41599923372268677
1784821986561136600,0.83613671875,-0.14049901068210602,0.04703662544488907,-0.41599923372268677
1784821986571136500,0.846136474609375,-0.11239920556545258,0.056810468435287476,-0.4105014503002167
1784821986581136400,0.856136474609375,-0.09285151958465576,0.07330382615327835,-0.3995058834552765
1784821986591136500,0.866136474609375,-0.0806342139840126,0.09407325088977814,-0.37568211555480957
1784821986601136400,0.876136474609375,-0.07208210229873657,0.09162978827953339,-0.3292563557624817
1784821986611135700,0.8861357421875,-0.07941248267889023,0.07880161702632904,-0.27488934993743896
1784821986621135600,0.896135498046875,-0.09468411654233932,0.05864306539297104,-0.21868975460529327
1784821986631135700,0.9061357421875,-0.10262536257505417,0.02871066704392433,-0.15821409225463867
1784821986641135600,0.916135498046875,-0.11178833991289139,-0.010995574295520782,-0.09896016865968704
1784821986651135700,0.9261357421875,-0.11484266817569733,-0.045204028487205505,-0.04642575979232788
1784821986661135600,0.936135498046875,-0.11484266817569733,-0.05192354694008827,0.004886921960860491
1784821986671135700,0.9461357421875,-0.10506882518529892,-0.033597588539123535,0.04703662544488907
1784821986681135600,0.956135498046875,-0.08491026610136032,-0.018325956538319588,0.07696902006864548
1784821986691135700,0.9661357421875,-0.0354301854968071,-0.006108652334660292,0.1014036312699318
1784821986701135600,0.976135498046875,0.0006108652451075613,-0.01160643994808197,0.10567969083786011
1784821986711136500,0.986136474609375,0.024434609338641167,-0.027488935738801956,0.09773843735456467
1784821986721136400,0.996136474609375,0.0354301854968071,-0.051312681287527084,0.08368854224681854
1784821986731136500,1.006136474609375,0.039706241339445114,-0.054367005825042725,0.07513642311096191
1784821986741136400,1.016136474609375,0.039706241339445114,-0.04642575979232788,0.059864792972803116
1784821986751136300,1.02613623046875,0.04092797264456749,-0.03298672288656235,0.04337143152952194
1784821986761136400,1.036136474609375,0.045204028487205505,-0.016493361443281174,0.033597588539123535
1784821986771136300,1.04613623046875,0.04703662544488907,0.0012217304902151227,0.02626720629632473
1784821986781136400,1.056136474609375,0.04398229718208313,0.004886921960860491,0.02321287989616394
1784821986791136300,1.06613623046875,0.030543262138962746,-0.00366519158706069,0.02871066704392433
1784821986801136400,1.076136474609375,0.01160643994808197,-0.018325956538319588,0.033597588539123535
1784821986811135500,1.086135498046875,-0.005497787147760391,-0.03481931984424591,0.027488935738801956
1784821986821135600,1.096135498046875,-0.016493361443281174,-0.04398229718208313,0.01466076634824276
1784821986831135500,1.106135498046875,-0.02076941914856434,-0.04337143152952194,-0.004886921960860491
1784821986841135400,1.11613525390625,-0.015271631069481373,-0.01710422709584236,-0.03726277872920036
1784821986851135500,1.126135498046875,-0.00733038317412138,-0.0006108652451075613,-0.05803219974040985
1784821986861135400,1.13613525390625,-0.001832595793530345,0.01466076634824276,-0.07391469180583954
1784821986871135500,1.146135498046875,0.006108652334660292,0.01038470957428217,-0.08979719132184982
1784821986881135400,1.15613525390625,0.018936822190880775,-0.001832595793530345,-0.10506882518529892
1784821986891135500,1.166135498046875,0.03176499158143997,-0.021380282938480377,-0.12217304855585098
1784821986901135400,1.17613525390625,0.030543262138962746,-0.02871066704392433,-0.13500121235847473
1784821986911136300,1.18613623046875,0.02382374368607998,-0.021380282938480377,-0.1411098688840866
1784821986921136400,1.196136474609375,0.012828170321881771,-0.016493361443281174,-0.14049901068210602
1784821986931136300,1.20613623046875,0.0006108652451075613,-0.015882495790719986,-0.12400564551353455
1784821986941136400,1.216136474609375,-0.013439035043120384,-0.01466076634824276,-0.09896016865968704
1784821986951136300,1.22613623046875,-0.02015855349600315,-0.01710422709584236,-0.07757988572120667
1784821986961136600,1.23613671875,-0.01710422709584236,-0.013439035043120384,-0.05619960278272629
1784821986971136800,1.24613671875,-0.00855211354792118,-0.00427605677396059,-0.03726277872920036
1784821986981136600,1.25613671875,0.003054326167330146,-0.0012217304902151227,-0.025045474991202354
1784821986991136800,1.26613671875,0.018936822190880775,-0.007941247895359993,-0.01771509274840355
1784821987001136600,1.27613671875,0.02626720629632473,-0.02015855349600315,-0.018325956538319588
1784821987011136000,1.286135986328125,0.030543262138962746,-0.0354301854968071,-0.025045474991202354
1784821987021136000,1.296135986328125,0.02687807008624077,-0.03848451003432274,-0.03848451003432274
1784821987031136000,1.306135986328125,0.025045474991202354,-0.025045474991202354,-0.045204028487205505
1784821987041136000,1.31613623046875,0.019547687843441963,-0.00366519158706069,-0.04398229718208313
1784821987051136300,1.32613623046875,0.02015855349600315,0.0012217304902151227,-0.03481931984424591
1784821987061136100,1.33613623046875,0.02076941914856434,0.005497787147760391,-0.018325956538319588
1784821987071136300,1.34613623046875,0.019547687843441963,-0.00366519158706069,-0.00366519158706069
1784821987081136000,1.35613623046875,0.015271631069481373,-0.01160643994808197,0.014049900695681572
1784821987091136300,1.36613623046875,0.01038470957428217,-0.016493361443281174,0.025656340643763542
1784821987101136100,1.37613623046875,0.009773843921720982,-0.018325956538319588,0.02687807008624077
1784821987111137000,1.386136962890625,0.010995574295520782,-0.018325956538319588,0.02321287989616394
1784821987121137000,1.396136962890625,0.007941247895359993,-0.018325956538319588,0.01771509274840355
1784821987131137000,1.406136962890625,0.00366519158706069,-0.01038470957428217,0.01710422709584236
1784821987141137000,1.416136962890625,-0.006719517521560192,-0.001832595793530345,0.01771509274840355
1784821987151137000,1.426136962890625,-0.00427605677396059,0.009162978269159794,0.025656340643763542
1784821987161137000,1.436136962890625,0.0024434609804302454,0.01466076634824276,0.030543262138962746
1784821987171137000,1.446136962890625,0.01038470957428217,0.015271631069481373,0.03481931984424591
1784821987181137000,1.456136962890625,0.015882495790719986,0.021380282938480377,0.03298672288656235
1784821987191137000,1.466136962890625,0.018325956538319588,0.029932396486401558,0.02871066704392433
1784821987201137000,1.476136962890625,0.018936822190880775,0.025045474991202354,0.02321287989616394
1784821987211136000,1.486135986328125,0.02076941914856434,0.009773843921720982,0.012828170321881771
1784821987221136100,1.49613623046875,0.025045474991202354,-0.006719517521560192,0.003054326167330146
1784821987231136000,1.506135986328125,0.027488935738801956,-0.01038470957428217,-0.00427605677396059
1784821987241136000,1.51613623046875,0.02687807008624077,0.003054326167330146,-0.004886921960860491
1784821987251136000,1.526135986328125,0.028099801391363144,0.0006108652451075613,-0.003054326167330146
1784821987261135600,1.536135498046875,0.036041051149368286,-0.012828170321881771,0.003054326167330146
1784821987271135700,1.5461357421875,0.045204028487205505,-0.009773843921720982,0.009773843921720982
1784821987281135600,1.556135498046875,0.04398229718208313,0.015271631069481373,0.00733038317412138
1784821987293498600,1.56849853515625,0.04153883829712868,0.04948008432984352,0.009162978269159794
1784821987303498500,1.57849853515625,0.0354301854968071,0.056810468435287476,0.030543262138962746
1784821987313499400,1.58849951171875,0.03298672288656235,0.02932153269648552,0.04764748737215996
1784821987323499300,1.598499267578125,0.03298672288656235,0.01038470957428217,0.060475658625364304
1784821987333499400,1.60849951171875,0.03481931984424591,0.010995574295520782,0.06414084881544113
1784821987343499300,1.618499267578125,0.03848451003432274,0.01466076634824276,0.059864792972803116
1784821987353499400,1.62849951171875,0.0403171069920063,0.006719517521560192,0.05497787147760391
1784821987363499300,1.638499267578125,0.0403171069920063,-0.01771509274840355,0.045204028487205505
1784821987373499400,1.64849951171875,0.036651913076639175,-0.033597588539123535,0.03237585723400116
1784821987383499300,1.658499267578125,0.0354301854968071,-0.028099801391363144,0.02076941914856434
1784821987393499400,1.66849951171875,0.029932396486401558,-0.009773843921720982,0.012217304669320583
1784821987403499300,1.678499267578125,0.025045474991202354,-0.0024434609804302454,0.00733038317412138
1784821987413498400,1.688498291015625,0.018325956538319588,-0.0024434609804302454,0.006108652334660292
1784821987423498500,1.69849853515625,0.00733038317412138,-0.00733038317412138,0.006108652334660292
1784821987433498400,1.708498291015625,-0.005497787147760391,-0.012828170321881771,0.01038470957428217
1784821987443498500,1.71849853515625,-0.01038470957428217,-0.018936822190880775,0.02076941914856434
1784821987453498400,1.728498291015625,-0.00366519158706069,-0.024434609338641167,0.021380282938480377
