time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1784821986142968800,0.41796875,-0.9132260084152222,-0.25654101371765137,0.06307599693536758,0.3102029860019684,-0.051040541380643845,-0.5325043797492981,2.472769260406494
1784821986152969000,0.427968994140625,-0.9134190082550049,-0.2558790147304535,0.06338000297546387,0.3101179897785187,-0.04980718716979027,-0.5314223766326904,2.4734296798706055
1784821986162968800,0.43796875,-0.9136080145835876,-0.25530800223350525,0.06361900269985199,0.3099820017814636,-0.04875310882925987,-0.530476450920105,2.4741339683532715
1784821986172969000,0.447968994140625,-0.913802981376648,-0.25481900572776794,0.06377799808979034,0.30977800488471985,-0.04789099842309952,-0.5296401381492615,2.4749202728271484
1784821986182968800,0.45796875,-0.9140099883079529,-0.25432899594306946,0.06392599642276764,0.30953899025917053,-0.047030042856931686,-0.5287954211235046,2.4757821559906006
1784821986192969000,0.467968994140625,-0.9142370223999023,-0.25378599762916565,0.06411200016736984,0.3092750012874603,-0.0460321418941021,-0.5278736352920532,2.4767439365386963
1784821986202968800,0.47796875,-0.9144629836082458,-0.25321999192237854,0.06431899964809418,0.3090290129184723,-0.044984813779592514,-0.526919960975647,2.4776835441589355
1784821986212968000,0.487968017578125,-0.9146530032157898,-0.2526719868183136,0.06452500075101852,0.3088729977607727,-0.04401290789246559,-0.5259957909584045,2.478400230407715
1784821986222968000,0.497968017578125,-0.9148499965667725,-0.25221601128578186,0.06466200202703476,0.3086329996585846,-0.04320745915174484,-0.5252084136009216,2.4792368412017822
1784821986232968000,0.507968017578125,-0.9150509834289551,-0.2518309950828552,0.06468299776315689,0.30834800004959106,-0.04267403110861778,-0.5244836807250977,2.4800896644592285
1784821986242968000,0.517968017578125,-0.9152500033378601,-0.2513999938964844,0.06467500329017639,0.30810999870300293,-0.04219503328204155,-0.5236469507217407,2.480835437774658
1784821986252968000,0.527968017578125,-0.9154509902000427,-0.2508719861507416,0.064751997590065,0.3079249858856201,-0.04149544984102249,-0.5226746797561646,2.481539726257324
1784821986262968000,0.537968017578125,-0.9156510233879089,-0.250247985124588,0.06491900235414505,0.3078030049800873,-0.04057212546467781,-0.521572470664978,2.482182264328003
1784821986272968000,0.547968017578125,-0.9158419966697693,-0.2495879977941513,0.06509000062942505,0.30773600935935974,-0.03964769095182419,-0.5204002261161804,2.4827120304107666
1784821986282968000,0.557968017578125,-0.9160400032997131,-0.2489210069179535,0.0652099996805191,0.3076600134372711,-0.038820091634988785,-0.5191798210144043,2.483236789703369
1784821986292968000,0.567968017578125,-0.916254997253418,-0.24825699627399445,0.06523200124502182,0.3075540065765381,-0.03818180039525032,-0.5179017782211304,2.483783006668091
1784821986302968000,0.577968017578125,-0.9164950251579285,-0.24756599962711334,0.06509300321340561,0.30742400884628296,-0.03784453123807907,-0.5164638757705688,2.48431396484375
1784821986312969000,0.587968994140625,-0.916782021522522,-0.24682900309562683,0.06477099657058716,0.3072279989719391,-0.03781284764409065,-0.5148171186447144,2.484928607940674
1784821986322968800,0.59796875,-0.9171010255813599,-0.24603599309921265,0.06430400162935257,0.30701199173927307,-0.03802792355418205,-0.5129663348197937,2.4855434894561768
1784821986332969000,0.607968994140625,-0.917460024356842,-0.24515199661254883,0.06380700320005417,0.30674999952316284,-0.03820737823843956,-0.5109199285507202,2.4862873554229736
1784821986342968800,0.61796875,-0.9183290004730225,-0.24432699382305145,0.06296700239181519,0.3049739897251129,-0.038228996098041534,-0.5088253617286682,2.4903743267059326
1784821986352969000,0.627968994140625,-0.9198430180549622,-0.24358899891376495,0.06167300045490265,0.30124300718307495,-0.038094379007816315,-0.5066884160041809,2.4987552165985107
1784821986362968800,0.63796875,-0.9206349849700928,-0.24265700578689575,0.06104600057005882,0.2997010052204132,-0.03775937855243683,-0.5045209527015686,2.502422332763672
1784821986372969000,0.647968994140625,-0.9210950136184692,-0.24165299534797668,0.06070199981331825,0.2991679906845093,-0.037392508238554,-0.5023549795150757,2.5039010047912598
1784821986382968800,0.65796875,-0.921576976776123,-0.2406879961490631,0.06025800108909607,0.298550009727478,-0.03721727430820465,-0.5002046227455139,2.5055091381073
1784821986392969000,0.667968994140625,-0.9219989776611328,-0.23972800374031067,0.05972899869084358,0.2981269955635071,-0.037341851741075516,-0.49800246953964233,2.5066206455230713
1784821986402968800,0.67796875,-0.9225239753723145,-0.23870599269866943,0.059060998260974884,0.2974550127983093,-0.03756578266620636,-0.49560049176216125,2.5082643032073975
1784821986412968000,0.687968017578125,-0.9231460094451904,-0.23753899335861206,0.05826500058174133,0.29661598801612854,-0.03785447031259537,-0.4928413927555084,2.5102877616882324
1784821986422968000,0.697968017578125,-0.9237260222434998,-0.236176997423172,0.05748400092124939,0.29604798555374146,-0.038129955530166626,-0.4897006154060364,2.5117623805999756
1784821986432968000,0.707968017578125,-0.9241759777069092,-0.23462800681591034,0.05678800120949745,0.29600900411605835,-0.038398467004299164,-0.4862283170223236,2.512125253677368
1784821986442968000,0.717968017578125,-0.9245229959487915,-0.23295199871063232,0.05616600066423416,0.2963689863681793,-0.03864728659391403,-0.4825400412082672,2.5116515159606934
1784821986452968000,0.727968017578125,-0.9250630140304565,-0.23100200295448303,0.055667001754045486,0.29630500078201294,-0.0382002592086792,-0.47841379046440125,2.512310266494751
1784821986462968000,0.737968017578125,-0.9256370067596436,-0.22901900112628937,0.05543699860572815,0.29609501361846924,-0.03709815815091133,-0.4744015336036682,2.513429880142212
1784821986472968000,0.747968017578125,-0.9262210130691528,-0.22701099514961243,0.05545400083065033,0.2958120107650757,-0.03543699160218239,-0.4705007076263428,2.5148253440856934
1784821986482968000,0.757968017578125,-0.9268320202827454,-0.22500699758529663,0.05558200180530548,0.29540500044822693,-0.03349318355321884,-0.46668222546577454,2.516538381576538
1784821986492968000,0.767968017578125,-0.927416980266571,-0.223021999001503,0.055782001465559006,0.2950359880924225,-0.031447432935237885,-0.46294400095939636,2.518174171447754
1784821986502968000,0.777968017578125,-0.9279760122299194,-0.2210489958524704,0.055959999561309814,0.29472699761390686,-0.029499022290110588,-0.4592123031616211,2.519643545150757
1784821986512969000,0.787968994140625,-0.928534984588623,-0.21910199522972107,0.056063998490571976,0.29440298676490784,-0.027723457664251328,-0.4554857015609741,2.5210955142974854
1784821986522968800,0.79796875,-0.9291229844093323,-0.21715499460697174,0.056067001074552536,0.29398998618125916,-0.026118697598576546,-0.45169776678085327,2.5226924419403076
1784821986532969000,0.807968994140625,-0.9297950267791748,-0.21522599458694458,0.05590999871492386,0.2933120131492615,-0.024728024378418922,-0.44785186648368835,2.524803638458252
1784821986542968800,0.81796875,-0.9305350184440613,-0.21329300105571747,0.055667001754045486,0.29241999983787537,-0.02341369353234768,-0.4439495801925659,2.527351140975952
1784821986552969000,0.827968994140625,-0.9312630295753479,-0.21131600439548492,0.055438000708818436,0.2915799915790558,-0.022080808877944946,-0.4399683177471161,2.52978777885437
1784821986562968800,0.83796875,-0.931984007358551,-0.20930999517440796,0.05520100146532059,0.29076799750328064,-0.020772388204932213,-0.43592438101768494,2.532153606414795
1784821986572969000,0.847968994140625,-0.9326369762420654,-0.2072950005531311,0.05495300143957138,0.2901639938354492,-0.01959698088467121,-0.43185117840766907,2.534034490585327
1784821986582968800,0.85796875,-0.9332380294799805,-0.20531700551509857,0.0547420009970665,0.28967899084091187,-0.01844077743589878,-0.42787081003189087,2.5356404781341553
1784821986592969000,0.867968994140625,-0.9337829947471619,-0.20335200428962708,0.05461899936199188,0.28933200240135193,-0.017190663143992424,-0.4239668548107147,2.5369558334350586
1784821986602968800,0.87796875,-0.9332129955291748,-0.2012529969215393,0.05535399913787842,0.2924819886684418,-0.01578589156270027,-0.42026665806770325,2.5307905673980713
1784821986612968000,0.887968017578125,-0.9320380091667175,-0.19925999641418457,0.05647699907422066,0.29733699560165405,-0.014456602744758129,-0.41700199246406555,2.520908832550049
1784821986622968000,0.897968017578125,-0.9321539998054504,-0.19777800142765045,0.05670800060033798,0.29791998863220215,-0.013243390247225761,-0.41425493359565735,2.5201220512390137
1784821986632968000,0.907968017578125,-0.9323070049285889,-0.19657500088214874,0.05689200013875961,0.29819899797439575,-0.012174458242952824,-0.41202619671821594,2.519911766052246
1784821986642968000,0.917968017578125,-0.9326580166816711,-0.19571100175380707,0.05687600001692772,0.2976750135421753,-0.011368861421942711,-0.41034314036369324,2.521329402923584
1784821986652968000,0.927968017578125,-0.932968020439148,-0.19513800740242004,0.05677599832415581,0.29709699749946594,-0.010910297743976116,-0.40917328000068665,2.5227482318878174
1784821986662968000,0.937968017578125,-0.9331179857254028,-0.19491800665855408,0.05667399987578392,0.2967880070209503,-0.010823140852153301,-0.4086853861808777,2.5234627723693848
1784821986672968000,0.947968017578125,-0.9331669807434082,-0.19492100179195404,0.05665399879217148,0.29663899540901184,-0.0107963802292943,-0.4086809456348419,2.523789882659912
1784821986682968000,0.957968017578125,-0.9331700205802917,-0.19507800042629242,0.05676700174808502,0.2965039908885956,-0.0106120016425848,-0.40905794501304626,2.524090528488159
1784821986692968000,0.967968017578125,-0.933227002620697,-0.19535599648952484,0.056912001222372055,0.2961150109767914,-0.010326835326850414,-0.40969324111938477,2.5249392986297607
1784821986702968000,0.977968017578125,-0.9332280158996582,-0.19572900235652924,0.05709100142121315,0.2958280146121979,-0.01008449774235487,-0.410532683134079,2.525543451309204
1784821986712969000,0.987968994140625,-0.933214008808136,-0.1961349993944168,0.05720100179314613,0.29558199644088745,-0.01002280879765749,-0.41139358282089233,2.526022434234619
1784821986722968800,0.99796875,-0.9332730174064636,-0.19654400646686554,0.05714400112628937,0.2951349914073944,-0.0102070402354002,-0.41215938329696655,2.5268871784210205
1784821986732969000,1.007968994140625,-0.9333739876747131,-0.1969289928674698,0.05692100152373314,0.29460299015045166,-0.010671024210751057,-0.4127773940563202,2.527885913848877
1784821986742968800,1.01796875,-0.9334660172462463,-0.1973000019788742,0.056664999574422836,0.29411301016807556,-0.011211742646992207,-0.41334792971611023,2.5287811756134033
1784821986752968700,1.02796875,-0.933601975440979,-0.1976190060377121,0.056391000747680664,0.2935180068016052,-0.011704089120030403,-0.4138076901435852,2.5299177169799805
1784821986762968800,1.03796875,-0.9336270093917847,-0.19784200191497803,0.05622600018978119,0.2933189868927002,-0.012096276506781578,-0.41414305567741394,2.5302364826202393
1784821986772968700,1.04796875,-0.9336379766464233,-0.19801799952983856,0.05611800029873848,0.2931880056858063,-0.012372879311442375,-0.41442152857780457,2.5304393768310547
1784821986782968800,1.05796875,-0.9335960149765015,-0.1981469988822937,0.056102000176906586,0.2932339906692505,-0.012514534406363964,-0.4146619141101837,2.5302913188934326
1784821986792968700,1.06796875,-0.9335340261459351,-0.1982640027999878,0.05611199885606766,0.29335299134254456,-0.012629566714167595,-0.41489478945732117,2.529996633529663
1784821986802968800,1.07796875,-0.9334859848022461,-0.19842199981212616,0.0561010017991066,0.29340100288391113,-0.012781714089214802,-0.41519513726234436,2.529839515686035
1784821986812968000,1.087968017578125,-0.9334539771080017,-0.19862000644207,0.05605100095272064,0.293379008769989,-0.013007148168981075,-0.41555050015449524,2.529813051223755
1784821986822967800,1.0979677734375,-0.9334679841995239,-0.1988140046596527,0.05592299997806549,0.2932269871234894,-0.013326771557331085,-0.41585180163383484,2.530048370361328
1784821986832968000,1.107968017578125,-0.9335160255432129,-0.19896000623703003,0.055743999779224396,0.2930069863796234,-0.013685244135558605,-0.41602909564971924,2.5304291248321533
1784821986842967800,1.1179677734375,-0.9335989952087402,-0.19901399314403534,0.055539000779390335,0.2927449941635132,-0.0140141062438488,-0.4160122573375702,2.530921697616577
1784821986852968000,1.127968017578125,-0.9337000250816345,-0.19888100028038025,0.05540499836206436,0.2925409972667694,-0.01409947220236063,-0.41567426919937134,2.5313668251037598
1784821986862967800,1.1379677734375,-0.9337909817695618,-0.19862699508666992,0.05532100051641464,0.2924390137195587,-0.014049822464585304,-0.41512924432754517,2.5316357612609863
1784821986872968000,1.147968017578125,-0.9338849782943726,-0.19827699661254883,0.05527999997138977,0.29238298535346985,-0.013869816437363625,-0.4144228398799896,2.5318450927734375
1784821986882967800,1.1579677734375,-0.9339849948883057,-0.19786199927330017,0.055188000202178955,0.2923620045185089,-0.013766062445938587,-0.41355809569358826,2.531975030899048
1784821986892968000,1.167968017578125,-0.9340909719467163,-0.19739800691604614,0.05500100180506706,0.2923719882965088,-0.013836633414030075,-0.4125393033027649,2.532012701034546
1784821986902967800,1.1779677734375,-0.9342389702796936,-0.19689400494098663,0.054659999907016754,0.2923020124435425,-0.014155262149870396,-0.41134947538375854,2.5321812629699707
1784821986912968700,1.18796875,-0.9347609877586365,-0.19641299545764923,0.05402899906039238,0.2910720109939575,-0.014537869952619076,-0.4100455045700073,2.5348281860351562
1784821986922968800,1.19796875,-0.9349089860916138,-0.19581300020217896,0.053686998784542084,0.2910659909248352,-0.014825459569692612,-0.40866824984550476,2.534881114959717
1784821986932968700,1.20796875,-0.9351580142974854,-0.19522200524806976,0.053314000368118286,0.2907310128211975,-0.015030215494334698,-0.4072948396205902,2.535653829574585
1784821986942968800,1.21796875,-0.9353110194206238,-0.19468100368976593,0.05303100124001503,0.2906540036201477,-0.015205733478069305,-0.40606993436813354,2.535870313644409
1784821986952968700,1.22796875,-0.9354760050773621,-0.19424599409103394,0.05278300121426582,0.290459007024765,-0.015327490866184235,-0.405074805021286,2.5363333225250244
1784821986962969000,1.237968994140625,-0.9356629848480225,-0.1939059942960739,0.05253700166940689,0.2901259958744049,-0.015446160919964314,-0.40426817536354065,2.5370771884918213
1784821986972969200,1.24796923828125,-0.9358339905738831,-0.1936500072479248,0.052333999425172806,0.28978198766708374,-0.01552931685000658,-0.4036519527435303,2.53783917427063
1784821986982969000,1.257968994140625,-0.9359220266342163,-0.19344599545001984,0.052232999354600906,0.2896530032157898,-0.015539017505943775,-0.4031955599784851,2.5381460189819336
1784821986992969200,1.26796923828125,-0.9360380172729492,-0.1932930052280426,0.05212299898266792,0.28940099477767944,-0.01554506178945303,-0.4028351306915283,2.5387094020843506
1784821987002969000,1.277968994140625,-0.9365710020065308,-0.19325700402259827,0.0516900010406971,0.287771999835968,-0.015657229349017143,-0.40253034234046936,2.542186737060547
1784821987012968400,1.287968505859375,-0.9369680285453796,-0.19321000576019287,0.05129000172019005,0.28658199310302734,-0.015896040946245193,-0.4022185206413269,2.544701099395752
1784821987022968300,1.29796826171875,-0.9375380277633667,-0.19319100677967072,0.05069100111722946,0.2848300039768219,-0.016303112730383873,-0.4018530547618866,2.5483803749084473
1784821987032968400,1.307968505859375,-0.9380040168762207,-0.19310100376605988,0.05013599991798401,0.28345200419425964,-0.01674577035009861,-0.40137162804603577,2.551262140274048
1784821987042968300,1.31796826171875,-0.938273012638092,-0.19292199611663818,0.04976699873805046,0.2827489972114563,-0.017059819772839546,-0.4008163809776306,2.5527358055114746
1784821987052968400,1.327968505859375,-0.9384599924087524,-0.19270600378513336,0.04955599829554558,0.2823129892349243,-0.01715066097676754,-0.4002779424190521,2.5536844730377197
1784821987062968600,1.337968505859375,-0.9384390115737915,-0.19249700009822845,0.04951300099492073,0.2825320065021515,-0.01720079407095909,-0.39984044432640076,2.5532376766204834
1784821987072968400,1.347968505859375,-0.9383909702301025,-0.19236299395561218,0.049515001475811005,0.2827810049057007,-0.017221743240952492,-0.3995753824710846,2.552720546722412
1784821987082968600,1.357968505859375,-0.9383999705314636,-0.19232100248336792,0.04944600164890289,0.28279200196266174,-0.01733928732573986,-0.39945241808891296,2.5526816844940186
1784821987092968400,1.367968505859375,-0.9383749961853027,-0.19236800074577332,0.04938400164246559,0.28285500407218933,-0.017523862421512604,-0.39950641989707947,2.552506446838379
1784821987102968600,1.377968505859375,-0.9385719895362854,-0.19251500070095062,0.049166999757289886,0.28213798999786377,-0.01773681491613388,-0.39967840909957886,2.553978681564331
1784821987112969500,1.387969482421875,-0.9389489889144897,-0.19270500540733337,0.04882200062274933,0.28081199526786804,-0.0179629847407341,-0.39987143874168396,2.556744337081909
1784821987122969300,1.39796923828125,-0.9389619827270508,-0.19281600415706635,0.04871600121259689,0.28070899844169617,-0.01820351555943489,-0.40002769231796265,2.5569024085998535
1784821987132969500,1.407969482421875,-0.9389899969100952,-0.19290199875831604,0.04859200119972229,0.28057798743247986,-0.01845172792673111,-0.4001253545284271,2.557123899459839
1784821987142969300,1.41796923828125,-0.9389950037002563,-0.1929669976234436,0.04851600155234337,0.2805280089378357,-0.018625512719154358,-0.40020841360092163,2.557187795639038
1784821987152969500,1.427969482421875,-0.938962996006012,-0.19301100075244904,0.048517998307943344,0.2806049883365631,-0.018684575334191322,-0.4002940356731415,2.5570061206817627
1784821987162969300,1.43796923828125,-0.9388579726219177,-0.19306500256061554,0.048631999641656876,0.2809010148048401,-0.018621530383825302,-0.4004608690738678,2.556377649307251
1784821987172969500,1.447969482421875,-0.9387069940567017,-0.1931309998035431,0.04880300164222717,0.2813299894332886,-0.018510758876800537,-0.40068191289901733,2.5554707050323486
1784821987182969300,1.45796923828125,-0.9386640191078186,-0.19324100017547607,0.04890099912881851,0.2813819944858551,-0.018406664952635765,-0.40095359086990356,2.5553629398345947
1784821987192969500,1.467969482421875,-0.9386559724807739,-0.19334599375724792,0.0489949993789196,0.2813180088996887,-0.018255144357681274,-0.40121492743492126,2.5555107593536377
1784821987202969300,1.47796923828125,-0.9386529922485352,-0.1934249997138977,0.049118999391794205,0.28125399351119995,-0.018025703728199005,-0.401443749666214,2.5556793212890625
1784821987212968400,1.487968505859375,-0.9386690258979797,-0.19350199401378632,0.04920800030231476,0.2811320126056671,-0.017839759588241577,-0.4016488790512085,2.5559632778167725
1784821987222968600,1.497968505859375,-0.9386969804763794,-0.19355900585651398,0.049215998500585556,0.2809950113296509,-0.01779855787754059,-0.40176719427108765,2.556253671646118
1784821987232968400,1.507968505859375,-0.9386979937553406,-0.19359199702739716,0.049157001078128815,0.28098100423812866,-0.01793329231441021,-0.401797354221344,2.5562546253204346
1784821987242968600,1.517968505859375,-0.9387189745903015,-0.19359800219535828,0.0490569993853569,0.2809250056743622,-0.018114829435944557,-0.40175142884254456,2.556340217590332
1784821987252968400,1.527968505859375,-0.9387249946594238,-0.19357700645923615,0.04902900010347366,0.2809230089187622,-0.01815720833837986,-0.40169385075569153,2.5563390254974365
1784821987262968000,1.537968017578125,-0.9387279748916626,-0.19356200098991394,0.04899999871850014,0.28092899918556213,-0.01820906065404415,-0.4016473889350891,2.556318998336792
1784821987272968200,1.54796826171875,-0.9386780261993408,-0.1935800015926361,0.048944998532533646,0.28109198808670044,-0.018406134098768234,-0.40164685249328613,2.5559306144714355
1784821987282968000,1.557968017578125,-0.938630998134613,-0.1936350017786026,0.048882000148296356,0.28122198581695557,-0.01862848922610283,-0.40171459317207336,2.55560302734375
1784821987293498600,1.56849853515625,-0.93858802318573,-0.19364500045776367,0.04891899973154068,0.2813529968261719,-0.01861913688480854,-0.40175342559814453,2.555323362350464
1784821987303498500,1.57849853515625,-0.9385989904403687,-0.19362400472164154,0.0490729995071888,0.2813040018081665,-0.01827075518667698,-0.4018041789531708,2.5554962158203125
1784821987313499400,1.58849951171875,-0.9385470151901245,-0.19368000328540802,0.0493290014564991,0.28139498829841614,-0.01782859116792679,-0.4020627737045288,2.555375814437866
1784821987323499300,1.598499267578125,-0.938480019569397,-0.1938530057668686,0.04948800057172775,0.28147101402282715,-0.017652511596679688,-0.402492880821228,2.5552196502685547
1784821987333499400,1.60849951171875,-0.9383969902992249,-0.19410599768161774,0.049584001302719116,0.28155601024627686,-0.01766039989888668,-0.40304189920425415,2.5549979209899902
1784821987343499300,1.618499267578125,-0.938277006149292,-0.19437099993228912,0.049706000834703445,0.28175100684165955,-0.017673509195446968,-0.4036277234554291,2.5545380115509033
1784821987353499400,1.62849951171875,-0.9381960034370422,-0.1946139931678772,0.04980999976396561,0.28183600306510925,-0.017658963799476624,-0.4041622579097748,2.5543227195739746
1784821987363499300,1.638499267578125,-0.9381110072135925,-0.19484899938106537,0.049876000732183456,0.2819429934024811,-0.017726682126522064,-0.4046579599380493,2.554044485092163
1784821987373499400,1.64849951171875,-0.938060998916626,-0.19508400559425354,0.04980200156569481,0.28196099400520325,-0.018038194626569748,-0.40507298707962036,2.553912401199341
1784821987383499300,1.658499267578125,-0.9377419948577881,-0.19523899257183075,0.04983599856495857,0.28290900588035583,-0.01850375346839428,-0.40537750720977783,2.5517733097076416
1784821987393499400,1.66849951171875,-0.9369739890098572,-0.1952590048313141,0.050193000584840775,0.28536298871040344,-0.018915930762887,-0.40557989478111267,2.5464351177215576
1784821987403499300,1.678499267578125,-0.9368240237236023,-0.19532400369644165,0.050209999084472656,0.2858090102672577,-0.019128737971186638,-0.405707985162735,2.5454301834106445
1784821987413498400,1.688498291015625,-0.9358429908752441,-0.1952120065689087,0.05082700029015541,0.28897300362586975,-0.01925460621714592,-0.4057966470718384,2.5386393070220947
1784821987423498500,1.69849853515625,-0.9356939792633057,-0.19524000585079193,0.050877999514341354,0.2894290089607239,-0.01937929168343544,-0.4058729410171509,2.5376338958740234
1784821987433498400,1.708498291015625,-0.9357590079307556,-0.19530600309371948,0.050769999623298645,0.28919100761413574,-0.019533079117536545,-0.4059406816959381,2.53810453414917
1784821987443498500,1.71849853515625,-0.9357960224151611,-0.19538499414920807,0.05068499967455864,0.28903400897979736,-0.019686024636030197,-0.40604647994041443,2.538400888442993
1784821987453498400,1.728498291015625,-0.936149001121521,-0.19557300209999084,0.05038800090551376,0.2878110110759735,-0.019851800054311752,-0.40625879168510437,2.5409626960754395
1784821987463498500,1.73849853515625,-0.9364060163497925,-0.19575800001621246,0.05013100057840347,0.2868950068950653,-0.02007506787776947,-0.40648436546325684,2.5428576469421387
1784821987473498400,1.748498291015625,-0.93641197681427,-0.19587700068950653,0.0499889999628067,0.2868179976940155,-0.020406819880008698,-0.4066324532032013,2.542941093444824
1784821987483498500,1.75849853515625,-0.9363380074501038,-0.19594700634479523,0.04987499862909317,0.28703299164772034,-0.02078341878950596,-0.40669578313827515,2.5423994064331055
1784821987493498400,1.768498291015625,-0.9360349774360657,-0.19593499600887299,0.049938999116420746,0.2880159914493561,-0.02109779417514801,-0.406688928604126,2.540233612060547
